country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-02,-18,-3,19,-11,-23,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-03,-18,-1,21,-4,-23,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-04,-22,-1,,-12,-24,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-05,-25,2,10,-4,-22,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-06,-21,-3,27,-9,-6,3
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-07,-25,-15,-56,-25,-12,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-08,-12,12,20,-4,-4,3
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-09,-17,-2,10,-9,-25,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-10,-10,9,,-1,-24,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-11,-19,0,,-14,-25,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-12,-21,6,4,-11,-23,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-13,-20,-5,-13,-7,-4,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-14,-20,-7,-36,-24,-9,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-15,-17,0,3,-17,-4,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-16,-17,-1,,-6,-23,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-17,-12,0,19,-10,-24,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-18,-6,6,,-1,-22,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-19,-12,6,5,-7,-20,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-20,-35,-6,1,-15,-6,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-21,-28,-28,-48,-32,-14,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-22,-24,-1,30,-16,-6,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-23,-24,1,,-10,-24,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-24,-20,5,25,-10,-25,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-25,-12,10,,-8,-24,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-26,-16,8,,-3,-22,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-27,-40,-9,24,-12,-7,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-28,12,154,-11,-19,5,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-29,-31,-7,-3,-19,-10,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-30,-19,7,,-5,-26,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-03-31,-15,19,,15,-27,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-04-01,-9,26,,8,-29,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-04-02,-12,32,47,-3,-37,11
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-04-03,-48,-24,2,-10,-35,11
PL,Poland,Kuyavian-Pomeranian Voivodeship,Inowrocław County,,,,ChIJBSD6VjpRA0cRYMMOrTIOAgM,2021-04-04,-62,-23,34,-43,-10,2
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-01,,-91,,,-81,25
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-02,,-12,,,-22,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-03,,,,,-13,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-04,,0,,,-11,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-05,,15,,,-34,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-06,,-84,,,-77,24
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-07,,9,,,-29,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-08,,4,,,-28,10
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-09,,1,,,0,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-10,,,,,-5,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-11,,0,,,-5,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-12,,-8,,,-28,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-13,,-9,,,-30,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-14,,-2,,,-29,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-15,,-8,,,-28,9
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-16,,-9,,,-5,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-17,,,,,-8,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-18,,-8,,,-8,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-19,,-18,,,-28,10
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-20,,-12,,,-29,9
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-21,,2,,,-22,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-22,,-3,,,-21,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-23,-6,-3,,,-3,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-24,,,,,-12,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-25,,-4,,,-1,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-26,,-8,,,-25,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-27,,-6,,,-23,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-28,,-7,,,-22,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-29,,-3,,,-19,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-30,,-3,,,-3,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-01-31,,,,,1,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-01,,-3,,,-3,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-02,,-13,,,-25,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-03,,-8,,,-24,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-04,,-9,,,-24,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-05,-7,-1,,,-22,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-06,,-8,,,-4,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-07,,,,,-9,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-08,,-9,,,-6,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-09,,-11,,,-28,9
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-10,,2,,,-26,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-11,,5,,,-25,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-12,,-3,,,-24,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-13,,4,,,-6,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-14,,,,,-11,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-15,,3,,,-1,3
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-16,,-4,,,-24,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-17,,-9,,,-27,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-18,,5,,,-25,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-19,,0,,,-22,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-20,,4,,,-6,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-21,,,,,-5,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-22,,7,,,5,1
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-23,,-3,,,-23,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-24,,4,,,-21,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-25,,10,,,-20,2
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-26,,12,,,-18,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-27,,8,,,-2,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-02-28,,,,,-12,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-01,,5,,,6,0
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-02,,0,,,-21,3
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-03,,2,,,-21,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-04,,5,,,-19,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-05,,10,,,-18,2
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-06,,11,,,3,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-07,,,,,-6,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-08,,,,,6,0
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-09,,-3,,,-21,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-10,,6,,,-20,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-11,,4,,,-19,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-12,,11,,,-16,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-13,,12,,,0,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-14,,,,,-1,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-15,,10,,,7,0
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-16,,1,,,-19,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-17,,5,,,-18,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-18,,10,,,-16,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-19,,10,,,-15,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-20,,12,,,1,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-21,,,,,-8,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-22,,9,,,7,1
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-23,,3,,,-21,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-24,,15,,,-20,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-25,,21,,,-20,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-26,21,16,,,-22,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-27,,5,,,4,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-28,,,,,5,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-29,,9,,,-4,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-30,,10,,,-27,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-03-31,,24,,,-26,3
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-04-01,,41,,,-26,3
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-04-02,,43,,,-34,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-04-03,-13,-1,,,-35,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Lipno County,,,,ChIJJXyKSoOTHEcRiWBrXizMBu8,2021-04-04,,,,,-14,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-01,,-89,,,-83,26
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-02,,-16,,,-21,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-03,,,,,-15,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-04,,,,,-11,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-05,,,,,-33,9
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-06,,,,,-81,25
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-07,,,,,-30,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-08,,9,,,-25,10
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-09,,-4,,,5,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-10,,,,,-7,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-11,-5,,,,-4,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-12,,,,,-26,8
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-13,,,,,-29,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-14,,,,,-28,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-15,-18,-13,,-49,-28,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-16,,-16,,,-2,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-17,,,,,-5,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-18,,,,,-6,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-19,,,,,-28,9
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-20,,,,,-25,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-21,,,,,-22,3
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-22,-21,1,,-49,-18,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-23,,-10,,,5,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-24,,,,,-2,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-25,,,,,1,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-26,,,,,-23,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-27,,,,,-24,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-28,,,,,-23,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-29,-15,-9,,-53,-19,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-30,,-11,,,0,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-01-31,,,,,-5,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-01,,-5,,,0,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-02,,,,,-23,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-03,,,,,-23,7
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-04,-14,,,,-21,4
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-05,-20,1,,-49,-18,5
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-06,,-10,,,3,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-07,,,,,-19,
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-08,,,,,-4,6
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-09,,,,,-26,9
PL,Poland,Kuyavian-Pomeranian Voivodeship,Mogilno County,,,,ChIJYyVD-KinBEcRywkOX5oMhIg,2021-02-10,,,,,-27,5
