country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-01-31,-2,77,36,-20,12,4
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-01,-7,-24,,-39,-30,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-02,-9,-17,-7,-42,-31,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-03,-9,-17,-14,-41,-31,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-04,-6,-9,-15,-42,-31,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-05,-7,-5,15,-35,-28,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-06,-7,-19,20,-35,-3,6
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-07,-52,-36,-49,-45,-10,7
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-08,-20,-25,,-39,-32,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-09,-8,-11,,-35,-32,16
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-10,-5,-9,0,-36,-31,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-11,-1,-3,,-37,-30,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-12,-10,-7,-2,-39,-29,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-13,-4,-15,6,-33,-6,6
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-14,-26,-25,-9,-28,-4,6
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-15,-7,-14,,-43,-29,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-16,-6,-11,-21,-41,-30,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-17,-13,-13,-11,-35,-28,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-18,-5,-1,,-35,-28,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-19,-14,-6,-9,-36,-25,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-20,-4,-14,15,-27,1,5
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-21,-24,-3,30,-17,0,3
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-22,2,-11,,-33,-26,12
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-23,-5,-11,,-37,-27,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-24,0,-6,,-31,-26,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-25,8,5,,-32,-27,11
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-26,-3,-3,11,-36,-25,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-27,7,-9,40,-22,0,4
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-02-28,-36,-15,-19,-30,-2,5
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-01,1,-6,,-39,-26,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-02,1,-4,,-38,-27,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-03,1,-7,,-33,-28,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-04,0,2,,-38,-29,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-05,-2,0,,-34,-25,13
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-06,5,-8,38,-28,3,5
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-07,-39,-17,-43,-30,-4,6
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-08,16,7,,-35,-27,12
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-09,0,-5,,-38,-28,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-10,7,-1,,-33,-28,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-11,0,4,,-40,-29,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-12,-3,1,,-37,-27,14
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-13,4,-10,23,-28,-4,6
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-14,-34,-8,-1,-22,-1,6
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-15,2,-5,,-38,-29,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-16,-1,-3,,-40,-30,16
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-17,1,-1,,-39,-29,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-18,1,6,,-37,-30,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-19,-2,0,,-38,-29,16
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-20,-1,-10,45,-32,-2,7
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-21,-46,-23,-44,-36,-6,9
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-22,0,-3,,-39,-32,16
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-23,-1,-4,,-40,-34,17
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-24,3,0,,-38,-33,17
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-25,20,14,,-37,-34,16
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-26,16,9,,-35,-30,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-27,-10,-10,114,-23,-3,7
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-28,-15,114,15,-21,13,6
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-29,-15,-8,,-46,-36,18
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-30,-10,3,,-42,-37,18
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-03-31,6,16,,-29,-37,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-04-01,9,35,,-32,-40,15
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-04-02,3,32,,-41,-46,19
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-04-03,-34,-31,44,-44,-34,12
PL,Poland,Masovian Voivodeship,Legionowo County,,,,ChIJy-LBQN64HkcRgxdI2zkSVIg,2021-04-04,-66,-59,22,-37,-15,3
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-01,,,,,-79,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-04,,,,,-34,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-05,,,,,-40,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-06,,,,,-78,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-07,,,,,-40,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-08,,,,,-36,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-11,,,,,-33,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-12,,,,,-35,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-13,,,,,-35,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-14,,,,,-36,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-15,,,,,-35,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-18,,,,,-33,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-19,,,,,-33,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-20,,,,,-30,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-21,,,,,-29,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-22,,,,,-28,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-25,,,,,-28,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-26,,,,,-34,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-27,,,,,-32,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-28,,,,,-29,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-01-29,,,,,-27,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-01,,,,,-30,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-02,,,,,-32,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-03,,,,,-32,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-04,,,,,-34,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-05,,,,,-30,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-08,,,,,-35,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-09,,,,,-34,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-10,,,,,-36,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-11,,,,,-34,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-12,,,,,-33,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-15,,,,,-33,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-16,,,,,-37,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-17,,,,,-32,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-18,,,,,-34,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-19,,,,,-35,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-22,,,,,-32,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-23,,,,,-33,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-24,,,,,-29,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-25,,,,,-27,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-02-26,,,,,-25,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-01,,,,,-29,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-02,,,,,-31,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-03,,,,,-29,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-04,,,,,-27,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-05,,,,,-29,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-08,,,,,-28,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-09,,,,,-30,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-10,,,,,-30,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-11,,,,,-30,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-12,,,,,-28,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-15,,,,,-29,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-16,,,,,-32,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-17,,,,,-27,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-18,,,,,-31,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-19,,,,,-21,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-22,,,,,-27,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-23,,,,,-33,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-24,,,,,-30,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-25,,,,,-28,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-26,,,,,-26,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-29,,,,,-32,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-30,,,,,-39,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-03-31,,,,,-35,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-04-01,,,,,-40,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-04-02,,,,,-47,
PL,Poland,Masovian Voivodeship,Lipsko County,,,,ChIJi6D3fFV2GEcREMo4lLefAgM,2021-04-03,,,,,-29,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-01,,,,,-78,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-02,,,,,-10,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-04,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-05,,,,,-30,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-06,,,,,-76,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-07,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-08,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-09,,,,,-7,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-11,,,,,-22,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-12,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-13,,,,,-26,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-14,,,,,-28,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-15,,,,,-26,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-16,,,,,-12,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-18,,,,,-30,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-19,,,,,-30,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-20,,,,,-24,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-21,,,,,-20,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-22,,,,,-21,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-23,,,,,-14,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-25,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-26,,,,,-28,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-27,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-28,,,,,-22,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-29,,,,,-20,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-01-30,,,,,-9,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-01,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-02,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-03,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-04,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-05,,,,,-19,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-06,,,,,-11,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-08,,,,,-31,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-09,,,,,-29,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-10,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-11,,,,,-21,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-12,,,,,-21,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-13,,,,,-8,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-15,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-16,,,,,-24,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-17,,,,,-27,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-18,,,,,-22,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-19,,,,,-22,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-20,,,,,-13,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-22,,,,,-22,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-23,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-24,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-25,,,,,-24,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-26,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-02-27,,,,,-12,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-01,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-02,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-03,,,,,-20,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-04,,,,,-24,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-05,,,,,-22,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-06,,,,,-2,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-08,,,,,-23,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-09,,,,,-25,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-10,,,,,-26,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-11,,,,,-24,
PL,Poland,Masovian Voivodeship,Łosice County,,,,ChIJOy-_oMLCIUcRBT_PvEHVOxc,2021-03-12,,,,,-23,
