region,date,day of the week,per 1 km ²,population_%,region_DOLNOŚLĄSKIE,region_KUJAWSKO-POMORSKIE,region_LUBELSKIE,region_LUBUSKIE,region_MAZOWIECKIE,region_MAŁOPOLSKIE,region_OPOLSKIE,region_PODKARPACKIE,region_PODLASKIE,region_POLSKA,region_POMORSKIE,region_WARMIŃSKO-MAZURSKIE,region_WIELKOPOLSKIE,region_ZACHODNIOPOMORSKIE,region_ŁÓDZKIE,region_ŚLĄSKIE,region_ŚWIĘTOKRZYSKIE,region_ŚŚ_Gaus_Noise_seed_0,region_ŚŚ_Gaus_Noise_seed_1,region_ŚŚ_Gaus_Noise_seed_2,region_ŚŚ_Gaus_Noise_seed_3,region_ŚŚ_Gaus_Noise_seed_4,region_ŚŚ_Gaus_Noise_seed_5,region_ŚŚ_Gaus_Noise_seed_6,region_ŚŚ_Gaus_Noise_seed_7,region_ŚŚ_Gaus_Noise_seed_8,region_ŚŚ_Gaus_Noise_seed_9,region_ŚŚ_average,region_ŚŚ_weighted_average,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Number_of_people_hospitalized,Engaged_respirator
ZACHODNIOPOMORSKIE,2021-01-07,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,-0.07,-0.38,-0.31,0.11,982.0,98.0
ZACHODNIOPOMORSKIE,2021-01-08,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.09,-0.36,-0.29,0.12,959.0,94.0
ZACHODNIOPOMORSKIE,2021-01-09,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-0.16,-0.32,-0.1,0.06,983.0,102.0
ZACHODNIOPOMORSKIE,2021-01-10,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,-0.36,-0.33,-0.15,0.06,1007.0,105.0
ZACHODNIOPOMORSKIE,2021-01-11,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,-0.12,-0.32,-0.28,0.09,1027.0,102.0
ZACHODNIOPOMORSKIE,2021-01-12,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,-0.16,-0.34,-0.28,0.1,1034.0,99.0
ZACHODNIOPOMORSKIE,2021-01-13,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,-0.17,-0.36,-0.28,0.09,1013.0,101.0
ZACHODNIOPOMORSKIE,2021-01-14,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,-0.16,-0.35,-0.29,0.09,1002.0,95.0
ZACHODNIOPOMORSKIE,2021-01-15,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,-0.18,-0.35,-0.29,0.09,981.0,95.0
ZACHODNIOPOMORSKIE,2021-01-16,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39,-0.24,-0.36,-0.14,0.05,927.0,99.0
ZACHODNIOPOMORSKIE,2021-01-17,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55,-0.43,-0.34,-0.18,0.04,942.0,99.0
ZACHODNIOPOMORSKIE,2021-01-18,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.2,-0.35,-0.29,0.09,940.0,100.0
ZACHODNIOPOMORSKIE,2021-01-19,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.21,-0.35,-0.28,0.1,924.0,96.0
ZACHODNIOPOMORSKIE,2021-01-20,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,-0.17,-0.35,-0.26,0.09,861.0,97.0
ZACHODNIOPOMORSKIE,2021-01-21,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-0.13,-0.32,-0.24,0.07,826.0,87.0
ZACHODNIOPOMORSKIE,2021-01-22,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,-0.14,-0.32,-0.24,0.09,826.0,85.0
ZACHODNIOPOMORSKIE,2021-01-23,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.24,-0.35,-0.11,0.05,786.0,88.0
ZACHODNIOPOMORSKIE,2021-01-24,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.59,-0.44,-0.37,-0.17,0.05,806.0,84.0
ZACHODNIOPOMORSKIE,2021-01-25,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,-0.17,-0.32,-0.26,0.08,832.0,88.0
ZACHODNIOPOMORSKIE,2021-01-26,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.18,-0.32,-0.26,0.09,797.0,83.0
ZACHODNIOPOMORSKIE,2021-01-27,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.18,-0.33,-0.25,0.09,770.0,77.0
ZACHODNIOPOMORSKIE,2021-01-28,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.16,-0.34,-0.25,0.09,759.0,76.0
ZACHODNIOPOMORSKIE,2021-01-29,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.13,-0.3,-0.23,0.09,771.0,71.0
ZACHODNIOPOMORSKIE,2021-01-30,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36,-0.21,-0.28,-0.1,0.05,724.0,71.0
ZACHODNIOPOMORSKIE,2021-01-31,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,0.68,-0.28,-0.03,0.04,756.0,71.0
ZACHODNIOPOMORSKIE,2021-02-01,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.17,-0.3,-0.25,0.08,748.0,68.0
ZACHODNIOPOMORSKIE,2021-02-02,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,-0.15,-0.31,-0.24,0.08,711.0,71.0
ZACHODNIOPOMORSKIE,2021-02-03,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.18,-0.31,-0.24,0.09,674.0,77.0
ZACHODNIOPOMORSKIE,2021-02-04,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,-0.14,-0.3,-0.24,0.08,682.0,80.0
ZACHODNIOPOMORSKIE,2021-02-05,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-0.09,-0.3,-0.22,0.08,652.0,79.0
ZACHODNIOPOMORSKIE,2021-02-06,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,-0.17,-0.27,-0.08,0.04,607.0,79.0
ZACHODNIOPOMORSKIE,2021-02-07,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,-0.48,-0.41,-0.18,0.06,609.0,79.0
ZACHODNIOPOMORSKIE,2021-02-08,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-0.18,-0.28,-0.26,0.08,622.0,67.0
ZACHODNIOPOMORSKIE,2021-02-09,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.13,-0.24,-0.26,0.09,595.0,73.0
ZACHODNIOPOMORSKIE,2021-02-10,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-0.09,-0.3,-0.24,0.08,570.0,66.0
ZACHODNIOPOMORSKIE,2021-02-11,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-0.09,-0.27,-0.23,0.08,575.0,68.0
ZACHODNIOPOMORSKIE,2021-02-12,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.08,-0.28,-0.23,0.09,534.0,67.0
ZACHODNIOPOMORSKIE,2021-02-13,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-0.09,-0.24,-0.1,0.03,526.0,71.0
ZACHODNIOPOMORSKIE,2021-02-14,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36,-0.27,-0.21,-0.13,0.03,542.0,68.0
ZACHODNIOPOMORSKIE,2021-02-15,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.11,-0.29,-0.24,0.07,539.0,68.0
ZACHODNIOPOMORSKIE,2021-02-16,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,-0.11,-0.26,-0.24,0.08,539.0,68.0
ZACHODNIOPOMORSKIE,2021-02-17,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.14,-0.29,-0.23,0.09,498.0,62.0
ZACHODNIOPOMORSKIE,2021-02-18,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-0.09,-0.28,-0.23,0.08,502.0,58.0
ZACHODNIOPOMORSKIE,2021-02-19,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-0.07,-0.28,-0.22,0.08,525.0,61.0
ZACHODNIOPOMORSKIE,2021-02-20,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-0.1,-0.16,-0.06,0.02,504.0,57.0
ZACHODNIOPOMORSKIE,2021-02-21,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.06,-0.07,-0.08,0.01,500.0,56.0
ZACHODNIOPOMORSKIE,2021-02-22,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,-0.07,-0.21,-0.21,0.05,474.0,57.0
ZACHODNIOPOMORSKIE,2021-02-23,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,-0.07,-0.2,-0.2,0.06,498.0,56.0
ZACHODNIOPOMORSKIE,2021-02-24,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,-0.06,-0.19,-0.2,0.05,533.0,58.0
ZACHODNIOPOMORSKIE,2021-02-25,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.04,-0.18,-0.2,0.05,526.0,57.0
ZACHODNIOPOMORSKIE,2021-02-26,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.02,-0.22,-0.19,0.06,545.0,60.0
ZACHODNIOPOMORSKIE,2021-02-27,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-0.08,-0.13,-0.03,0.01,524.0,63.0
ZACHODNIOPOMORSKIE,2021-02-28,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43,-0.21,-0.19,-0.09,0.03,521.0,66.0
ZACHODNIOPOMORSKIE,2021-03-01,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,-0.05,-0.22,-0.2,0.05,560.0,70.0
ZACHODNIOPOMORSKIE,2021-03-02,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13,-0.07,-0.23,-0.2,0.06,537.0,69.0
ZACHODNIOPOMORSKIE,2021-03-03,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,-0.05,-0.21,-0.2,0.05,547.0,68.0
ZACHODNIOPOMORSKIE,2021-03-04,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.07,-0.26,-0.2,0.07,568.0,65.0
ZACHODNIOPOMORSKIE,2021-03-05,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.03,-0.21,-0.19,0.06,602.0,71.0
ZACHODNIOPOMORSKIE,2021-03-06,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-0.08,-0.19,-0.04,0.02,550.0,64.0
ZACHODNIOPOMORSKIE,2021-03-07,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-0.27,-0.28,-0.1,0.04,619.0,77.0
ZACHODNIOPOMORSKIE,2021-03-08,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.09,-0.15,-0.2,0.05,622.0,71.0
ZACHODNIOPOMORSKIE,2021-03-09,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,-0.05,-0.22,-0.2,0.06,613.0,76.0
ZACHODNIOPOMORSKIE,2021-03-10,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.01,-0.19,-0.19,0.06,614.0,81.0
ZACHODNIOPOMORSKIE,2021-03-11,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,-0.09,-0.27,-0.21,0.08,653.0,81.0
ZACHODNIOPOMORSKIE,2021-03-12,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.01,-0.23,-0.19,0.07,661.0,77.0
ZACHODNIOPOMORSKIE,2021-03-13,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-0.1,-0.23,-0.04,0.03,630.0,85.0
ZACHODNIOPOMORSKIE,2021-03-14,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49,-0.23,-0.25,-0.11,0.05,654.0,85.0
ZACHODNIOPOMORSKIE,2021-03-15,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.05,-0.21,-0.2,0.06,693.0,85.0
ZACHODNIOPOMORSKIE,2021-03-16,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-0.05,-0.24,-0.2,0.07,711.0,85.0
ZACHODNIOPOMORSKIE,2021-03-17,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.02,-0.21,-0.19,0.06,720.0,79.0
ZACHODNIOPOMORSKIE,2021-03-18,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.01,-0.23,-0.19,0.06,720.0,79.0
ZACHODNIOPOMORSKIE,2021-03-19,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.01,-0.23,-0.19,0.07,746.0,84.0
ZACHODNIOPOMORSKIE,2021-03-20,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,-0.11,-0.24,-0.04,0.04,752.0,78.0
ZACHODNIOPOMORSKIE,2021-03-21,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47,-0.25,-0.24,-0.1,0.05,799.0,80.0
ZACHODNIOPOMORSKIE,2021-03-22,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-0.05,-0.24,-0.22,0.07,860.0,80.0
ZACHODNIOPOMORSKIE,2021-03-23,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-0.08,-0.29,-0.23,0.08,895.0,81.0
ZACHODNIOPOMORSKIE,2021-03-24,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.04,-0.27,-0.23,0.08,907.0,88.0
ZACHODNIOPOMORSKIE,2021-03-25,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,0.0,-0.23,-0.22,0.07,939.0,88.0
ZACHODNIOPOMORSKIE,2021-03-26,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,0.02,-0.21,-0.21,0.07,977.0,92.0
ZACHODNIOPOMORSKIE,2021-03-27,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.18,-0.26,-0.06,0.05,995.0,92.0
ZACHODNIOPOMORSKIE,2021-03-28,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0.99,-0.23,0.0,0.03,987.0,92.0
ZACHODNIOPOMORSKIE,2021-03-29,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23,-0.1,-0.28,-0.27,0.09,1014.0,94.0
ZACHODNIOPOMORSKIE,2021-03-30,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,0.0,-0.19,-0.26,0.06,1086.0,92.0
ZACHODNIOPOMORSKIE,2021-03-31,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,0.08,-0.17,-0.26,0.05,1087.0,95.0
ZACHODNIOPOMORSKIE,2021-04-01,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,0.16,-0.22,-0.29,0.07,1063.0,97.0
ZACHODNIOPOMORSKIE,2021-04-02,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.22,-0.28,-0.36,0.11,1086.0,101.0
ZACHODNIOPOMORSKIE,2021-04-03,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,-0.3,-0.34,-0.33,0.09,1040.0,90.0
ZACHODNIOPOMORSKIE,2021-04-04,0.2857142857142857,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.69,-0.39,-0.36,-0.16,0.01,1066.0,98.0
ZACHODNIOPOMORSKIE,2021-04-05,0.4285714285714285,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.85,-0.61,-0.84,0.23,1096.0,100.0
ZACHODNIOPOMORSKIE,2021-04-06,0.5714285714285714,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-0.12,-0.26,-0.33,0.1,1174.0,106.0
ZACHODNIOPOMORSKIE,2021-04-07,0.7142857142857143,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,-0.1,-0.3,-0.28,0.1,1202.0,111.0
ZACHODNIOPOMORSKIE,2021-04-08,0.8571428571428571,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,-0.06,-0.29,-0.26,0.1,1164.0,106.0
ZACHODNIOPOMORSKIE,2021-04-09,0.0,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,0.01,-0.24,-0.24,0.09,1171.0,106.0
ZACHODNIOPOMORSKIE,2021-04-10,0.1428571428571428,-0.7406625936371736,0.0441917447124966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.07,-0.16,-0.04,0.03,1171.0,106.0
