region,date,day of the week,per 1 km ²,population_%,region_DOLNOŚLĄSKIE,region_KUJAWSKO-POMORSKIE,region_LUBELSKIE,region_LUBUSKIE,region_MAZOWIECKIE,region_MAŁOPOLSKIE,region_OPOLSKIE,region_PODKARPACKIE,region_PODLASKIE,region_POLSKA,region_POMORSKIE,region_WARMIŃSKO-MAZURSKIE,region_WIELKOPOLSKIE,region_ZACHODNIOPOMORSKIE,region_ŁÓDZKIE,region_ŚLĄSKIE,region_ŚWIĘTOKRZYSKIE,region_ŚŚ_Gaus_Noise_seed_0,region_ŚŚ_Gaus_Noise_seed_1,region_ŚŚ_Gaus_Noise_seed_2,region_ŚŚ_Gaus_Noise_seed_3,region_ŚŚ_Gaus_Noise_seed_4,region_ŚŚ_Gaus_Noise_seed_5,region_ŚŚ_Gaus_Noise_seed_6,region_ŚŚ_Gaus_Noise_seed_7,region_ŚŚ_Gaus_Noise_seed_8,region_ŚŚ_Gaus_Noise_seed_9,region_ŚŚ_average,region_ŚŚ_weighted_average,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Number_of_people_hospitalized,Engaged_respirator
MAZOWIECKIE,2020-11-27,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,-0.02,-0.49,-0.38,0.15,2922.0,333.0
MAZOWIECKIE,2020-11-28,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.06,-0.35,-0.06,0.05,2902.0,336.0
MAZOWIECKIE,2020-11-29,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54,-0.29,-0.45,-0.14,0.06,2904.0,334.0
MAZOWIECKIE,2020-11-30,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.06,-0.46,-0.37,0.14,2896.0,324.0
MAZOWIECKIE,2020-12-01,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,-0.03,-0.47,-0.37,0.15,2819.0,306.0
MAZOWIECKIE,2020-12-02,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,-0.05,-0.48,-0.37,0.15,2785.0,301.0
MAZOWIECKIE,2020-12-03,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,0.0,-0.47,-0.37,0.15,2753.0,306.0
MAZOWIECKIE,2020-12-04,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,0.01,-0.46,-0.36,0.14,2706.0,283.0
MAZOWIECKIE,2020-12-05,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.05,-0.33,-0.03,0.05,2640.0,283.0
MAZOWIECKIE,2020-12-06,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0.97,-0.31,0.01,0.04,2678.0,284.0
MAZOWIECKIE,2020-12-07,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,-0.14,-0.48,-0.37,0.14,2730.0,280.0
MAZOWIECKIE,2020-12-08,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.08,-0.5,-0.36,0.15,2578.0,273.0
MAZOWIECKIE,2020-12-09,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.07,-0.49,-0.36,0.14,2559.0,273.0
MAZOWIECKIE,2020-12-10,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.03,-0.44,-0.36,0.14,2564.0,271.0
MAZOWIECKIE,2020-12-11,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,0.0,-0.44,-0.36,0.14,2535.0,270.0
MAZOWIECKIE,2020-12-12,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.07,-0.33,-0.04,0.06,2508.0,286.0
MAZOWIECKIE,2020-12-13,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,1.05,-0.27,0.02,0.04,2544.0,288.0
MAZOWIECKIE,2020-12-14,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23,-0.1,-0.45,-0.36,0.13,2679.0,285.0
MAZOWIECKIE,2020-12-15,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-0.02,-0.45,-0.36,0.14,2672.0,281.0
MAZOWIECKIE,2020-12-16,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.0,-0.44,-0.36,0.13,2665.0,284.0
MAZOWIECKIE,2020-12-17,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,0.05,-0.41,-0.35,0.13,2652.0,288.0
MAZOWIECKIE,2020-12-18,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,0.04,-0.4,-0.34,0.13,2621.0,273.0
MAZOWIECKIE,2020-12-19,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.04,-0.29,-0.02,0.05,2593.0,271.0
MAZOWIECKIE,2020-12-20,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1.39,-0.24,0.1,0.04,2585.0,272.0
MAZOWIECKIE,2020-12-21,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,0.06,-0.41,-0.38,0.12,2646.0,267.0
MAZOWIECKIE,2020-12-22,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.17,-0.44,-0.4,0.13,2545.0,245.0
MAZOWIECKIE,2020-12-23,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.33,-0.41,-0.47,0.12,2474.0,242.0
MAZOWIECKIE,2020-12-24,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54,-0.27,-0.65,-0.77,0.19,2397.0,246.0
MAZOWIECKIE,2020-12-25,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,-0.89,-0.8,-0.88,0.28,2387.0,240.0
MAZOWIECKIE,2020-12-26,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85,-0.88,-0.67,-0.53,0.09,2384.0,244.0
MAZOWIECKIE,2020-12-27,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.61,-0.44,-0.46,-0.15,0.03,2436.0,246.0
MAZOWIECKIE,2020-12-28,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,-0.13,-0.54,-0.49,0.16,2488.0,253.0
MAZOWIECKIE,2020-12-29,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-0.05,-0.55,-0.48,0.17,2542.0,259.0
MAZOWIECKIE,2020-12-30,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,0.19,-0.51,-0.48,0.15,2477.0,258.0
MAZOWIECKIE,2020-12-31,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.14,-0.6,-0.63,0.2,2434.0,274.0
MAZOWIECKIE,2021-01-01,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,-0.89,-0.79,-0.89,0.31,2432.0,270.0
MAZOWIECKIE,2021-01-02,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.53,-0.26,-0.56,-0.27,0.1,2448.0,270.0
MAZOWIECKIE,2021-01-03,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.59,-0.41,-0.48,-0.12,0.07,2461.0,271.0
MAZOWIECKIE,2021-01-04,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,-0.06,-0.51,-0.41,0.15,2546.0,254.0
MAZOWIECKIE,2021-01-05,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.12,-0.53,-0.42,0.15,2523.0,265.0
MAZOWIECKIE,2021-01-06,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.74,-0.81,-0.72,-0.84,0.32,2405.0,262.0
MAZOWIECKIE,2021-01-07,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-0.02,-0.51,-0.4,0.15,2416.0,262.0
MAZOWIECKIE,2021-01-08,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37,-0.05,-0.52,-0.39,0.16,2386.0,268.0
MAZOWIECKIE,2021-01-09,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43,-0.12,-0.48,-0.09,0.07,2362.0,275.0
MAZOWIECKIE,2021-01-10,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.59,-0.31,-0.48,-0.08,0.06,2385.0,272.0
MAZOWIECKIE,2021-01-11,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.08,-0.49,-0.37,0.13,2404.0,278.0
MAZOWIECKIE,2021-01-12,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,-0.09,-0.51,-0.38,0.14,2387.0,274.0
MAZOWIECKIE,2021-01-13,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,-0.12,-0.5,-0.38,0.13,2302.0,265.0
MAZOWIECKIE,2021-01-14,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36,-0.09,-0.51,-0.39,0.13,2276.0,260.0
MAZOWIECKIE,2021-01-15,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41,-0.11,-0.53,-0.39,0.14,2162.0,254.0
MAZOWIECKIE,2021-01-16,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48,-0.19,-0.5,-0.12,0.06,2133.0,260.0
MAZOWIECKIE,2021-01-17,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64,-0.43,-0.53,-0.11,0.06,2144.0,260.0
MAZOWIECKIE,2021-01-18,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42,-0.19,-0.54,-0.39,0.15,2155.0,252.0
MAZOWIECKIE,2021-01-19,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42,-0.14,-0.53,-0.39,0.15,2102.0,248.0
MAZOWIECKIE,2021-01-20,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38,-0.11,-0.5,-0.37,0.15,2063.0,241.0
MAZOWIECKIE,2021-01-21,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,-0.05,-0.49,-0.36,0.13,1988.0,242.0
MAZOWIECKIE,2021-01-22,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39,-0.07,-0.49,-0.35,0.14,1980.0,232.0
MAZOWIECKIE,2021-01-23,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43,-0.13,-0.47,-0.08,0.06,2008.0,235.0
MAZOWIECKIE,2021-01-24,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.62,-0.36,-0.51,-0.09,0.06,2014.0,241.0
MAZOWIECKIE,2021-01-25,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38,-0.16,-0.51,-0.36,0.14,2049.0,246.0
MAZOWIECKIE,2021-01-26,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39,-0.13,-0.52,-0.37,0.15,1974.0,236.0
MAZOWIECKIE,2021-01-27,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37,-0.13,-0.51,-0.36,0.14,1995.0,232.0
MAZOWIECKIE,2021-01-28,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36,-0.08,-0.49,-0.35,0.14,1979.0,243.0
MAZOWIECKIE,2021-01-29,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37,-0.06,-0.48,-0.34,0.14,1959.0,240.0
MAZOWIECKIE,2021-01-30,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43,-0.14,-0.44,-0.07,0.06,1951.0,237.0
MAZOWIECKIE,2021-01-31,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,0.63,-0.35,0.04,0.03,1969.0,235.0
MAZOWIECKIE,2021-02-01,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.14,-0.46,-0.35,0.13,1996.0,236.0
MAZOWIECKIE,2021-02-02,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,-0.08,-0.47,-0.35,0.14,1937.0,242.0
MAZOWIECKIE,2021-02-03,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.1,-0.47,-0.35,0.13,1901.0,242.0
MAZOWIECKIE,2021-02-04,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.07,-0.47,-0.35,0.13,1897.0,238.0
MAZOWIECKIE,2021-02-05,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0,-0.45,-0.34,0.13,1905.0,231.0
MAZOWIECKIE,2021-02-06,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,-0.1,-0.39,-0.06,0.05,1854.0,229.0
MAZOWIECKIE,2021-02-07,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.62,-0.39,-0.52,-0.12,0.07,1884.0,224.0
MAZOWIECKIE,2021-02-08,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.18,-0.42,-0.37,0.14,1890.0,238.0
MAZOWIECKIE,2021-02-09,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,-0.05,-0.46,-0.36,0.15,1888.0,240.0
MAZOWIECKIE,2021-02-10,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.03,-0.45,-0.35,0.14,1854.0,234.0
MAZOWIECKIE,2021-02-11,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.02,-0.45,-0.35,0.13,1869.0,231.0
MAZOWIECKIE,2021-02-12,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,-0.03,-0.47,-0.35,0.14,1849.0,226.0
MAZOWIECKIE,2021-02-13,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,-0.04,-0.39,-0.09,0.05,1849.0,233.0
MAZOWIECKIE,2021-02-14,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.46,-0.24,-0.41,-0.09,0.05,1855.0,229.0
MAZOWIECKIE,2021-02-15,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.09,-0.47,-0.35,0.13,1900.0,225.0
MAZOWIECKIE,2021-02-16,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.04,-0.47,-0.35,0.13,1900.0,225.0
MAZOWIECKIE,2021-02-17,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36,-0.1,-0.47,-0.35,0.13,1847.0,234.0
MAZOWIECKIE,2021-02-18,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.02,-0.44,-0.35,0.13,1872.0,232.0
MAZOWIECKIE,2021-02-19,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,-0.03,-0.47,-0.35,0.13,1910.0,240.0
MAZOWIECKIE,2021-02-20,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,-0.06,-0.37,-0.06,0.04,1923.0,254.0
MAZOWIECKIE,2021-02-21,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45,-0.1,-0.35,-0.06,0.03,1942.0,254.0
MAZOWIECKIE,2021-02-22,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.04,-0.44,-0.34,0.11,2022.0,243.0
MAZOWIECKIE,2021-02-23,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.03,-0.45,-0.34,0.13,2028.0,232.0
MAZOWIECKIE,2021-02-24,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.02,-0.42,-0.33,0.12,2109.0,250.0
MAZOWIECKIE,2021-02-25,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,0.03,-0.39,-0.33,0.11,2133.0,239.0
MAZOWIECKIE,2021-02-26,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,0.02,-0.44,-0.33,0.12,2196.0,249.0
MAZOWIECKIE,2021-02-27,0.1428571428571428,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,-0.02,-0.33,-0.03,0.03,2217.0,246.0
MAZOWIECKIE,2021-02-28,0.2857142857142857,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,-0.13,-0.41,-0.06,0.04,2247.0,246.0
MAZOWIECKIE,2021-03-01,0.4285714285714285,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.03,-0.45,-0.34,0.12,2348.0,245.0
MAZOWIECKIE,2021-03-02,0.5714285714285714,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0.0,-0.44,-0.34,0.12,2425.0,254.0
MAZOWIECKIE,2021-03-03,0.7142857142857143,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.02,-0.44,-0.34,0.12,2529.0,266.0
MAZOWIECKIE,2021-03-04,0.8571428571428571,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,0.01,-0.44,-0.34,0.12,2537.0,276.0
MAZOWIECKIE,2021-03-05,0.0,0.3358632323960778,0.1412924447801523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,0.03,-0.44,-0.33,0.12,2584.0,292.0
