day of the week,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Number_of_people_hospitalized,Engaged_respirator
0.3333333333333333,0.20056509268376216,0.02495186427542111,0.11914893617021276,-0.05312868949232583,-0.09249979462745421,-0.3366776438541041,-0.33589531816276724
0.5,0.1794383321203819,0.028935928020441027,0.1073842302878598,-0.061393152302243195,-0.09249979462745421,-0.3372179572358655,-0.3364746924385494
-0.5,0.1442270645147481,0.028935928020441027,0.11914893617021276,-0.05312868949232583,-0.11952682165448122,-0.3374881139267462,-0.33937156381746014
-0.3333333333333333,0.1019735433879875,0.00901560929534143,0.30738423028785977,0.17001180637544278,-0.30871601084367045,-0.33817851435899693,-0.33821281526589586
-0.16666666666666666,0.24281861381052272,0.08471282045071991,0.37797246558197745,0.24439197166469898,-0.3357430378706975,-0.3379683924883119,-0.3373437538522226
0.0,0.18648058564150868,0.028935928020441027,0.1073842302878598,-0.08618654073199523,-0.09249979462745421,-0.33724797464596334,-0.3370540667143315
0.16666666666666666,0.15126931803587484,0.02096780053040119,0.09561952440550685,-0.07792207792207788,-0.06547276760042717,-0.33634745234302765,-0.33937156381746014
0.3333333333333333,0.20056509268376216,0.03291999176546095,0.13091364205256567,-0.07792207792207788,-0.09249979462745421,-0.33538689521989623,-0.3379231281280048
0.5,0.20056509268376216,0.03690405551048087,0.14267834793491863,-0.07792207792207788,-0.09249979462745421,-0.33517677334921125,-0.338792189541678
-0.5,0.1583115715570016,0.028935928020441027,0.13091364205256567,-0.07792207792207788,-0.11952682165448122,-0.33265531090099126,-0.3361850053006583
-0.3333333333333333,0.09493128986686075,0.005031545550321509,0.34267834793491864,0.1452184179456907,-0.30871601084367045,-0.3307642140648263,-0.3356056310248761
-0.16666666666666666,0.2780298814161566,0.1046331391758195,0.42503128911138927,0.22786304604486426,-0.3357430378706975,-0.33094431852541345,-0.335026256749094
0.0,0.17239607859925513,0.02096780053040119,0.08385481852315393,-0.11097992916174733,-0.03844574057340014,-0.3307642140648263,-0.3356056310248761
0.16666666666666666,0.15126931803587484,0.016983736785381266,0.06032540675844803,-0.11097992916174733,0.015608313480653904,-0.3302239006830649,-0.33821281526589586
0.3333333333333333,0.20760734620488894,0.028935928020441027,0.13091364205256567,-0.0944510035419126,-0.06547276760042717,-0.32905322168924844,-0.3361850053006583
0.5,0.18648058564150868,0.03291999176546095,0.14267834793491863,-0.0944510035419126,-0.09249979462745421,-0.3286029605377806,-0.3361850053006583
-0.5,0.13718481099362131,0.02495186427542111,0.1073842302878598,-0.0944510035419126,-0.14655384868150825,-0.32815269938631275,-0.33589531816276724
-0.3333333333333333,0.08084678282460724,0.00901560929534143,0.29561952440550693,0.13695395513577335,-0.30871601084367045,-0.32815269938631275,-0.3361850053006583
-0.16666666666666666,0.2287341067682692,0.0807287567057,0.3662077596996245,0.21133412042502958,-0.3357430378706975,-0.328092664566117,-0.33589531816276724
0.0,0.20760734620488894,0.04088811925550079,0.11914893617021276,-0.10271546635182996,-0.11952682165448122,-0.3281226819762149,-0.3364746924385494
0.16666666666666666,0.20056509268376216,0.03690405551048087,0.11914893617021276,-0.0944510035419126,-0.09249979462745421,-0.32644170701073494,-0.3356056310248761
0.3333333333333333,0.22169185324714244,0.03690405551048087,0.14267834793491863,-0.0944510035419126,-0.11952682165448122,-0.32536108024721205,-0.335026256749094
0.5,0.2146495997260157,0.0608084379806004,0.15444305381727158,-0.0944510035419126,-0.11952682165448122,-0.3242204186634935,-0.3332881339217475
-0.5,0.20760734620488894,0.13252158539095896,0.13091364205256567,-0.16883116883116883,-0.11952682165448122,-0.3247907494553528,-0.33415719533542076
-0.3333333333333333,-0.15154758337257584,-0.2897891715811525,0.14267834793491863,-0.127508854781582,-0.2006079027355623,-0.3251509583765271,-0.33270875964596536
-0.16666666666666666,0.29915664197953684,0.12056939415589918,0.4367959949937422,0.21133412042502958,-0.3897970919247515,-0.3249408365058421,-0.3335778210596386
0.0,0.22169185324714244,0.056824374235580476,0.14267834793491863,-0.11097992916174733,-0.11952682165448122,-0.3247907494553528,-0.3329984467838564
0.16666666666666666,0.17239607859925513,0.028935928020441027,0.09561952440550685,-0.07792207792207788,-0.06547276760042717,-0.3242804534836892,-0.3332881339217475
0.3333333333333333,0.1935228391626354,0.028935928020441027,0.1073842302878598,-0.07792207792207788,-0.06547276760042717,-0.323079757079775,-0.3329984467838564
0.5,0.18648058564150868,0.028935928020441027,0.13091364205256567,-0.07792207792207788,-0.11952682165448122,-0.3226895307485028,-0.3324190725080743
-0.5,0.13014255747249456,0.02096780053040119,0.1073842302878598,-0.07792207792207788,-0.11952682165448122,-0.3214588169344907,-0.33270875964596536
-0.3333333333333333,0.052677768740100196,-0.014888773174778092,0.21326658322903627,0.13695395513577335,-0.25466195678961634,-0.3203181553507721,-0.33415719533542076
-0.16666666666666666,0.23577636028939597,0.04885624674554063,0.3544430538172716,0.21959858323494694,-0.28168898381664337,-0.320138050890185,-0.3335778210596386
0.0,0.18648058564150868,0.02096780053040119,0.11914893617021276,-0.061393152302243195,-0.09249979462745421,-0.3197778419690107,-0.3329984467838564
0.16666666666666666,0.1794383321203819,0.02495186427542111,0.13091364205256567,-0.05312868949232583,-0.09249979462745421,-0.320978538372925,-0.335026256749094
0.3333333333333333,0.17239607859925513,0.01299967304036135,0.1073842302878598,-0.05312868949232583,-0.06547276760042717,-0.32088848614263143,-0.33415719533542076
0.5,0.16535382507812837,0.02495186427542111,0.1073842302878598,-0.05312868949232583,-0.06547276760042717,-0.3204382249911636,-0.3332881339217475
-0.5,0.1583115715570016,0.02495186427542111,0.13091364205256567,-0.04486422668240846,-0.11952682165448122,-0.3193575982276407,-0.33126032395651
-0.3333333333333333,0.09493128986686075,-0.018872836919798013,0.23679599499374215,0.15348288075560806,-0.22763492976258934,-0.318877319666075,-0.33183969823229215
-0.16666666666666666,0.5174665011344665,0.6504498722435486,0.3544430538172716,0.30224321133412047,-0.28168898381664337,-0.3187272326155857,-0.3324190725080743
0.0,0.18648058564150868,0.0010474818053015894,0.11914893617021276,-0.05312868949232583,-0.06547276760042717,-0.31851711074490074,-0.3329984467838564
0.16666666666666666,0.18648058564150868,0.03291999176546095,0.17797246558197746,-0.05312868949232583,-0.03844574057340014,-0.32184904326576286,-0.3321293853701832
0.3333333333333333,0.13718481099362131,0.016983736785381266,0.18973717146433042,-0.0200708382526564,-0.11952682165448122,-0.3209485209628271,-0.3329984467838564
0.5,0.1442270645147481,0.02096780053040119,0.21326658322903627,-0.011806375442739037,-0.14655384868150825,-0.32088848614263143,-0.3335778210596386
-0.5,0.12310030395136781,0.016983736785381266,0.20150187734668334,-0.0035419126328216973,-0.17358087570853528,-0.3206183294517507,-0.33531594388698505
-0.3333333333333333,0.08788903634573399,-0.00692064568473825,0.20150187734668334,0.15348288075560806,-0.2006079027355623,-0.32328987895045996,-0.3347365696112029
-0.16666666666666666,0.16535382507812837,0.00901560929534143,0.26032540675844806,0.1865407319952775,-0.2006079027355623,-0.3232598615403621,-0.33415719533542076
0.0,0.13718481099362131,0.01299967304036135,0.18973717146433042,-0.0200708382526564,-0.14655384868150825,-0.32259947851820925,-0.3335778210596386
0.16666666666666666,0.13014255747249456,0.016983736785381266,0.20150187734668334,-0.0200708382526564,-0.14655384868150825,-0.32473071463515707,-0.3335778210596386
0.3333333333333333,0.1442270645147481,0.016983736785381266,0.20150187734668334,0.004722550177095665,-0.17358087570853528,-0.3238902271524171,-0.3335778210596386
0.5,0.1583115715570016,0.03291999176546095,0.22503128911138923,-0.0035419126328216973,-0.2006079027355623,-0.32827276902670416,-0.33270875964596536
-0.5,0.1583115715570016,0.03291999176546095,0.2485607008760951,0.004722550177095665,-0.28168898381664337,-0.3272821944934749,-0.3332881339217475
-0.3333333333333333,0.13014255747249456,-0.0029365819397183307,0.3191489361702127,0.1452184179456907,-0.3357430378706975,-0.3276424034146492,-0.3324190725080743
-0.16666666666666666,0.2709876278950298,0.08471282045071991,0.40150187734668336,0.19480519480519484,-0.36277006489772445,-0.3271621248530835,-0.3321293853701832
0.0,0.15126931803587484,0.01299967304036135,0.21326658322903627,0.0543093270365998,-0.22763492976258934,-0.32683193334200705,-0.33183969823229215
0.16666666666666666,0.13718481099362131,0.016983736785381266,0.21326658322903627,0.06257378984651717,-0.2006079027355623,-0.3261115154996585,-0.33039126254283674
0.3333333333333333,0.1442270645147481,0.01299967304036135,0.22503128911138923,0.0543093270365998,-0.2006079027355623,-0.32578132398858206,-0.3321293853701832
0.5,0.13014255747249456,0.01299967304036135,0.18973717146433042,0.046044864226682435,-0.17358087570853528,-0.3284828908973892,-0.33270875964596536
-0.5,0.13014255747249456,0.02096780053040119,0.21326658322903627,0.0543093270365998,-0.2006079027355623,-0.3282427516166063,-0.3329984467838564
-0.3333333333333333,0.11605805043024103,-0.00692064568473825,0.272090112640801,0.1452184179456907,-0.25466195678961634,-0.32668184629151775,-0.3329984467838564
-0.16666666666666666,0.23577636028939597,0.056824374235580476,0.3544430538172716,0.17827626918536013,-0.28168898381664337,-0.32644170701073494,-0.3321293853701832
0.0,0.13718481099362131,0.01299967304036135,0.20150187734668334,0.0543093270365998,-0.17358087570853528,-0.3266218114713221,-0.3329984467838564
0.16666666666666666,0.10901579690911427,0.01299967304036135,0.22503128911138923,0.06257378984651717,-0.14655384868150825,-0.32620156772995207,-0.3324190725080743
0.3333333333333333,0.10901579690911427,0.01299967304036135,0.22503128911138923,0.07910271546635186,-0.14655384868150825,-0.3268619507521049,-0.33126032395651
0.5,0.1019735433879875,0.016983736785381266,0.21326658322903627,0.07910271546635186,-0.14655384868150825,-0.3270720726227899,-0.3306809496807278
-0.5,0.08788903634573399,0.016983736785381266,0.20150187734668334,0.07910271546635186,-0.11952682165448122,-0.32614153290975634,-0.32923251399127246
-0.3333333333333333,0.07380452930348047,-0.01090470942975817,0.1662077596996245,0.128689492325856,-0.14655384868150825,-0.32196911290615426,-0.32517689406079736
-0.16666666666666666,0.003381994092212863,-0.08261785684011673,0.11914893617021276,0.12042502951593863,-0.11952682165448122,-0.31929756340744503,-0.32112127413032227
0.0,0.09493128986686075,0.005031545550321509,0.18973717146433042,0.09563164108618658,-0.09249979462745421,-0.31683613577942077,-0.3182244027514115
0.16666666666666666,0.08788903634573399,0.01299967304036135,0.18973717146433042,0.09563164108618658,-0.09249979462745421,-0.31401449923022223,-0.31619659278617396
0.3333333333333333,0.11605805043024103,0.016983736785381266,0.21326658322903627,0.08736717827626922,-0.11952682165448122,-0.311553071602198,-0.3130100342693721
0.5,0.08084678282460724,0.016983736785381266,0.18973717146433042,0.09563164108618658,-0.11952682165448122,-0.3091816962044673,-0.3109822243041345
-0.5,0.08788903634573399,0.02096780053040119,0.21326658322903627,0.10389610389610393,-0.14655384868150825,-0.30491922397057164,-0.308954414338897
-0.3333333333333333,0.09493128986686075,-0.00692064568473825,0.2838548185231539,0.13695395513577335,-0.2006079027355623,-0.3004766472760888,-0.305188481546313
-0.16666666666666666,0.08084678282460724,-0.04277721938991753,0.272090112640801,0.128689492325856,-0.17358087570853528,-0.296664436193661,-0.30171223589162005
0.0,0.07380452930348047,0.0010474818053015894,0.20150187734668334,0.08736717827626922,-0.11952682165448122,-0.29123128496594897,-0.29360099603066986
0.16666666666666666,0.07380452930348047,0.01299967304036135,0.20150187734668334,0.08736717827626922,-0.11952682165448122,-0.2743915179010513,-0.2808547619634625
0.3333333333333333,0.08084678282460724,0.00901560929534143,0.18973717146433042,0.09563164108618658,-0.11952682165448122,-0.26595662566355355,-0.2750610192056409
0.5,0.07380452930348047,0.02096780053040119,0.17797246558197746,0.09563164108618658,-0.09249979462745421,-0.2618142230700493,-0.2712950864130569
-0.5,0.09493128986686075,0.03291999176546095,0.18973717146433042,0.09563164108618658,-0.11952682165448122,-0.2537395397537259,-0.26434259510367103
-0.3333333333333333,0.03859326169784666,-0.01090470942975817,0.15444305381727158,0.13695395513577335,-0.11952682165448122,-0.2441940033426074,-0.25681072951850303
-0.16666666666666666,-0.01774476647116742,-0.05871347436999721,0.11914893617021276,0.12042502951593863,-0.09249979462745421,-0.23822053873313392,-0.24609230541653315
0.0,0.03859326169784666,-0.00692064568473825,0.08385481852315393,0.07083825265643451,-0.03844574057340014,-0.22807465412005834,-0.24000887552082054
0.16666666666666666,0.024508754655593146,-0.00692064568473825,0.07209011264080098,0.06257378984651717,0.015608313480653904,-0.21585756821023064,-0.2350841941766722
0.3333333333333333,0.045635515218973424,-0.00692064568473825,-0.010262828535669583,-0.0365997638724911,0.06966236753470798,-0.20340034301962007,-0.22175858583368263
0.5,0.031551008176719915,0.00901560929534143,0.09561952440550685,0.06257378984651717,-0.011418713546373109,-0.1897724388351931,-0.20988141318014844
-0.5,0.031551008176719915,0.02096780053040119,0.06032540675844803,0.06257378984651717,-0.011418713546373109,-0.17650474357194043,-0.20061142476763397
-0.3333333333333333,-0.0388715270345477,-0.034809091899877694,-0.022027534418022535,0.09563164108618658,-0.011418713546373109,-0.15753374039009496,-0.182071447942605
-0.16666666666666666,-0.15154758337257584,-0.11449036680027609,-0.05732165206508139,0.0543093270365998,0.015608313480653904,-0.14360566210468942,-0.1690355267375065
0.0,0.003381994092212863,-0.018872836919798013,-0.03379224030037549,0.004722550177095665,0.042635340507680954,-0.13463045648543023,-0.1623727225660117
0.16666666666666666,-0.0036602594289139043,-0.014888773174778092,-0.022027534418022535,0.004722550177095665,0.06966236753470798,-0.11701023675798833,-0.1470193042577846
0.3333333333333333,-0.010702512950040653,-0.014888773174778092,-0.022027534418022535,0.004722550177095665,0.06966236753470798,-0.10269193214131066,-0.13774931584527011
0.5,0.003381994092212863,0.0010474818053015894,0.013266583229036255,-0.0035419126328216973,0.042635340507680954,-0.08312058075750804,-0.12181652326126084
-0.5,-0.010702512950040653,0.01299967304036135,0.0015018773466833042,0.004722550177095665,0.042635340507680954,-0.06219844591930189,-0.11051872488350882
-0.3333333333333333,-0.10225180872468857,-0.03082502815485777,-0.022027534418022535,0.08736717827626922,-0.011418713546373109,-0.040946119570019306,-0.09313749661004417
-0.16666666666666666,-0.15154758337257584,-0.054729410624977284,0.03679599499374216,0.0543093270365998,-0.03844574057340014,-0.02920931222175731,-0.08270875964596537
0.0,-0.045913780555674466,-0.018872836919798013,-0.010262828535669583,-0.06965761511216055,0.09668939456173499,-0.017352435233103893,-0.06764502847562932
0.16666666666666666,-0.059998287597928,-0.01090470942975817,-0.05732165206508139,-0.06965761511216055,0.12371642158876203,0.012935131555633575,-0.044759744582234195
0.3333333333333333,-0.031829273513420936,-0.00692064568473825,0.0015018773466833042,-0.07792207792207788,0.12371642158876203,0.0321462740182619,-0.023902270654076605
0.5,-0.059998287597928,-0.0029365819397183307,-0.09261576971214018,-0.07792207792207788,0.12371642158876203,0.05315846108676163,-0.008548852345849492
-0.5,-0.0740827946401815,0.00901560929534143,-0.05732165206508139,-0.06965761511216055,0.12371642158876203,0.07756261549631917,0.006225191686595468
-0.3333333333333333,-0.12337856928806883,-0.034809091899877694,-0.10438047559449314,0.046044864226682435,0.042635340507680954,0.0985748025648189,0.020999235719040426
-0.16666666666666666,-0.28535040027398434,-0.16229913174051513,-0.19849812265331668,-0.05312868949232583,0.042635340507680954,0.10706972962251236,0.04011858681985155
0.0,-0.08816730168243503,-0.050745346879957375,-0.15143929912390489,-0.10271546635182996,0.17777047564281603,0.13102362288060204,0.06387293212691991
0.16666666666666666,-0.0740827946401815,-0.026840964409837853,-0.11614518147684609,-0.08618654073199523,0.15074344861578906,0.15848955312014099,0.09197258450235445
0.3333333333333333,-0.059998287597928,-0.026840964409837853,-0.15143929912390489,-0.08618654073199523,0.17777047564281603,0.17391850191043937,0.11369911984418526
0.5,-0.010702512950040653,-0.0029365819397183307,-0.11614518147684609,-0.07792207792207788,0.15074344861578906,0.18772651055545347,0.11080224846527449
-0.5,-0.01774476647116742,0.005031545550321509,-0.11614518147684609,-0.06965761511216055,0.15074344861578906,0.19868286524117118,0.13629471659968934
-0.3333333333333333,-0.1797165974570829,-0.04676128313493745,-0.139674593241552,0.07083825265643451,0.042635340507680954,0.22179627101652089,0.16816030176770785
-0.16666666666666666,-0.20788561154158997,-0.09457004807517648,-0.10438047559449314,0.03778040141676509,0.015608313480653904,0.2207456616630959,0.17627154162865805
0.0,-0.1092940622458153,-0.03879315564489761,-0.18673341677096372,-0.0944510035419126,0.17777047564281603,0.24334877146678205,0.16555311752668816
0.16666666666666666,-0.0388715270345477,0.07674469296068007,-0.12790988735919903,-0.10271546635182996,0.15074344861578906,0.2635504884626396,0.19278370848844947
0.3333333333333333,-0.3628151890063787,-0.3136935540512721,-0.4220275344180226,-0.5076741440377804,0.5831758810482215,0.2599784166609947,0.21508961810606245
0.5,-0.08816730168243503,-0.0029365819397183307,-0.17496871088861077,-0.11097992916174733,0.2047975026698431,0.2713249976779845,0.22464929365646802
-0.5,-0.1092940622458153,0.0010474818053015894,-0.17496871088861077,-0.0944510035419126,0.2047975026698431,0.2833019443070294,0.23594709203422004
-0.3333333333333333,-0.14450532985144912,-0.03082502815485777,-0.12790988735919903,0.08736717827626922,0.042635340507680954,0.28396232732918225,0.25883237592761515
-0.16666666666666666,-0.1797165974570829,-0.08660192058513665,-0.05732165206508139,0.046044864226682435,-0.011418713546373109,0.2739965471766938,0.25535613027292225
0.0,-0.10225180872468857,-0.03879315564489761,-0.16320400500625784,-0.07792207792207788,0.17777047564281603,0.2881047299226865,0.25216957175612037
0.16666666666666666,-0.10225180872468857,-0.026840964409837853,-0.15143929912390489,-0.07792207792207788,0.17777047564281603,0.3053647407289541,0.25535613027292225
0.3333333333333333,-0.0952095552035618,-0.026840964409837853,-0.139674593241552,-0.07792207792207788,0.17777047564281603,0.29873089309732775,0.25622519168659547
0.5,-0.10225180872468857,-0.022856900664817933,-0.15143929912390489,-0.07792207792207788,0.17777047564281603,0.29395812489176854,0.26143956016863484
-0.5,-0.1092940622458153,-0.0029365819397183307,-0.15143929912390489,-0.061393152302243195,0.17777047564281603,0.2887050781246436,0.2570942531002687
-0.3333333333333333,-0.14450532985144912,-0.03082502815485777,-0.12790988735919903,0.08736717827626922,0.042635340507680954,0.2771783926470666,0.25883237592761515
-0.16666666666666666,-0.25718138618947733,-0.1383947492703956,-0.17496871088861077,0.02951593860684773,0.042635340507680954,0.28000002919626515,0.2686817386159118
0.0,-0.10225180872468857,-0.04277721938991753,-0.17496871088861077,-0.06965761511216055,0.15074344861578906,0.2865138071875001,0.24985207465299175
0.16666666666666666,-0.0952095552035618,-0.03082502815485777,-0.15143929912390489,-0.06965761511216055,0.17777047564281603,0.277928827899513,0.24347895761938806
0.3333333333333333,-0.0740827946401815,-0.026840964409837853,-0.15143929912390489,-0.061393152302243195,0.15074344861578906,0.2634304188222482,0.25390769458346685
0.5,-0.08112504816130826,-0.018872836919798013,-0.15143929912390489,-0.061393152302243195,0.15074344861578906,0.26508137637763035,0.2533283203076847
-0.5,-0.08816730168243503,-0.00692064568473825,-0.15143929912390489,-0.04486422668240846,0.15074344861578906,0.25844752874600396,0.2510108232045561
-0.3333333333333333,-0.0388715270345477,-0.018872836919798013,-0.04555694618272844,0.128689492325856,-0.011418713546373109,0.24611037319578485,0.25130051034244716
-0.16666666666666666,-0.2501391326683506,-0.1344106855253757,-0.16320400500625784,0.046044864226682435,0.042635340507680954,0.2594681206893311,0.25651487882448654
0.0,0.003381994092212863,-0.022856900664817933,-0.11614518147684609,-0.04486422668240846,0.12371642158876203,0.25460530025347833,0.23160178496585387
0.16666666666666666,-0.01774476647116742,-0.01090470942975817,-0.10438047559449314,-0.04486422668240846,0.15074344861578906,0.24085732642865992,0.22899460072483416
0.3333333333333333,-0.010702512950040653,-0.014888773174778092,-0.12790988735919903,-0.04486422668240846,0.15074344861578906,0.22864024051883222,0.2182761766228643
0.5,-0.01774476647116742,-0.0029365819397183307,-0.10438047559449314,-0.04486422668240846,0.12371642158876203,0.21843432108556093,0.21103399817558735
-0.5,-0.01774476647116742,0.01299967304036135,-0.09261576971214018,-0.028335301062573762,0.12371642158876203,0.21300116985784887,0.19452183131579592
-0.3333333333333333,-0.031829273513420936,-0.01090470942975817,-0.010262828535669583,0.13695395513577335,-0.011418713546373109,0.1952008456698198,0.19336308276423161
-0.16666666666666666,0.15126931803587484,0.4552307487375724,0.03679599499374216,0.1865407319952775,-0.06547276760042717,0.21183049086403244,0.18785902714430114
0.0,-0.0388715270345477,-0.050745346879957375,-0.12790988735919903,-0.04486422668240846,0.12371642158876203,0.21183049086403244,0.17453341880131157
0.16666666666666666,-0.0388715270345477,-0.026840964409837853,-0.12790988735919903,-0.0365997638724911,0.15074344861578906,0.19808251703921406,0.16439436897512386
0.3333333333333333,-0.024787019992294185,-0.022856900664817933,-0.12790988735919903,-0.0365997638724911,0.12371642158876203,0.18802668465643205,0.1559934419762826
0.5,-0.01774476647116742,-0.0029365819397183307,-0.08085106382978723,-0.0365997638724911,0.12371642158876203,0.1821432722772521,0.15512438056260938
-0.5,-0.031829273513420936,0.005031545550321509,-0.08085106382978723,-0.028335301062573762,0.12371642158876203,0.1776406607625736,0.15425531914893614
